entity_id,region_id,city
,278,Galati
,278,Galbena
,278,Galda De Jos
,278,Galda De Sus
,278,Galtiu
,278,Gambas
,278,Ganesti
,278,Garbova
,278,Garbova de Jos
,278,Garbova De Sus
,278,Garbovita
,278,Garda De Sus
,278,Garda Seaca
,278,Garda-Barbulesti
,278,Garde
,278,Geamana
,278,Geoagiu De Sus
,278,Geogel
,278,Geomal
,278,Ghedulesti
,278,Ghetari
,278,Ghioncani
,278,Ghirbom
,278,Giurgiut
,278,Gligoresti
,278,Glod
,278,Glogovet
,278,Goasele
,278,Goiesti
,278,Gojeiesti
,278,Gorgan
,278,Grosi
,278,Gura Ariesului
,278,Gura Cornei
,278,Gura Cutului
,278,Gura Izbitei
,278,Gura Rosiei
,278,Gura Sohodol
,278,Hadarau
,278,Haiducesti
,278,Hanasesti (Poiana Vadului)
,278,Hapria
,278,Harasti
,278,Hategana
,278,Heleresti
,278,Helesti
,278,Henig
,278,Heria
,278,Hoanca (Sohodol)
,278,Hoanca (Vidra)
,278,Hodisesti
,278,Hodobana
,278,Holobani
,278,Hoparta
,278,Horea
,278,Hudricesti
,278,Huzaresti
,278,Iacobesti
,278,Ibru
,278,Iclod
,278,Ighiel
,278,Ighiu
,278,Ignatesti
,278,Iliesti
,278,Incesti (Avram Iancu)
,278,Inoc
,278,Intregalde
,278,Inuri
,278,Isca
,278,Ivanis
,278,Izbicioara
,278,Izbita
,278,Izlaz
,278,Izvoarele (Blaj)
,278,Izvoarele (Garda De Sus)
,278,Izvoarele (Livezile)
,278,Izvoru Ampoiului
,278,Jeflesti
,278,Jidostina
,278,Jidvei
,278,Jojei
,278,Joldisesti
,278,Jurcuiesti
,278,Lancram
,278,Laz (Sasciori)
,278,Laz (Vintu De Jos)
,278,Lazesti (Scarisoara)
,278,Lazesti (Vadu Motilor)
,278,Lazuri (Lupsa)
,278,Lazuri (Sohodol)
,278,Lehesti
,278,Leorint
,278,Lespezea
,278,Limba
,278,Lipaia
,278,Livezile
,278,Lodroman
,278,Loman
,278,Lopadea Noua
,278,Lopadea Veche
,278,Luminesti
,278,Lunca (Lupsa)
,278,Lunca (Posaga)
,278,Lunca (Valea Lunga)
,278,Lunca (Vidra)
,278,Lunca Ampoitei
,278,Lunca Bisericii
,278,Lunca de Jos
,278,Lunca Goiesti
,278,Lunca Larga (Bistra)
,278,Lunca Larga (Ocolis)
,278,Lunca Merilor
,278,Lunca Metesului
,278,Lunca Muresului
,278,Lunca Tarnavei
,278,Lunca Vesesti
,278,Lupaiesti
,278,Lupsa
,278,Lupseni
,278,Lupu
,278,Lupulesti
,278,Macaresti
,278,Maghierat
,278,Magina
,278,Magura (Galda De Jos)
,278,Mahaceni
,278,Mamaligani
,278,Manarade
,278,Manastire
,278,Mancesti
,278,Margaia
,278,Margineni
,278,Marinesti
,278,Martesti
,278,Martinie
,278,Matacina
,278,Matei
,278,Matisesti (Ciuruleasa)
,278,Matisesti (Horea)
,278,Medresti
,278,Medves
,278,Mereteu
,278,Mescreac
,278,Mesentea
,278,Metes
,278,Micesti
,278,Micoslaca
,278,Mihaiesti
,278,Mihalt
,278,Mihoesti
,278,Miraslau
,278,Modolesti
,278,Modolesti (Vidra)
,278,Mogos
,278,Moraresti (Ciuruleasa)
,278,Moraresti (Sohodol)
,278,Morcanesti
,278,Motorasti
,278,Mugesti
,278,Muncelu
,278,Munesti
,278,Muntari
,278,Mununa
,278,Musca
,278,Nadastia
,278,Namas
,278,Napaiesti
,278,Necrilesti
,278,Necsesti
,278,Negesti
,278,Negresti
,278,Nelegesti
,278,Nemesi
,278,Nicoresti
,278,Niculesti
,278,Noslac
,278,Novacesti
,278,Oarda
,278,Obreja
,278,Ocna Mures
,278,Ocnisoara
,278,Ocoale
,278,Ocolis
,278,Odverem
,278,Ohaba
,278,Oidesti
,278,Oiejdea
,278,Olteni
,278,Oncesti
,278,Orasti
,278,Orgesti
,278,Ormenis
,278,Paclisa
,278,Padure
,278,Padurea
,278,Pagida
,278,Panade
,278,Panca
,278,Pantesti
,278,Parau Gruiului
,278,Parau Lui Mihai
,278,Parau-Carbunari
,278,Pastesti
,278,Patrahaitesti
,278,Patrangeni
,278,Patrusesti
,278,Patrutesti
,278,Peles
,278,Perjesti
,278,Peste Valea Bistrii
,278,Petelca
,278,Petelei
,278,Petreasa
,278,Petreni
,278,Petresti
,278,Petrisat
,278,Pianu
,278,Pianu De Jos
,278,Pianu De Sus
,278,Pirita
,278,Pitarcesti
,278,Pitiga
,278,Plai (Garda De Sus)
,278,Plaiuri
,278,Plescuta
,278,Plesesti
,278,Plesi
,278,Plisti
,278,Podu Lui Paul
,278,Poduri
,278,Poduri-Bricesti
,278,Poiana (Bistra)
,278,Poiana (Bucium)
,278,Poiana (Sohodol)
,278,Poiana Aiudului
,278,Poiana Ampoiului
,278,Poiana Galdei
,278,Poiana Ursului
,278,Poiana Vadului
,278,Poieni (Blandiana)
,278,Poieni (Bucium)
,278,Poienile-Mogos
,278,Poienita (Arieseni)
,278,Poienita (Vintu De Jos)
,278,Poiu
,278,Ponor
,278,Ponorel
,278,Popestii De Jos
,278,Popestii De Sus
,278,Posaga
,278,Posaga De Jos
,278,Posaga De Sus
,278,Posogani
,278,Potionci
,278,Preluca
,278,Presaca Ampoiului
,278,Puiuletesti
,278,Purcareti
,278,Puselesti
,278,Racatau
,278,Rachis
,278,Rachita
,278,Radesti
,278,Rahau
,278,Raicani
,278,Ramet
,278,Ratitis
,278,Ravicesti
,278,Razboieni Cetate
,278,Reciu
,278,Remetea
,278,Rimetea
,278,Robesti
,278,Rogoz
,278,Rosesti
,278,Rosia De Secas
,278,Rosia Montana
,278,Runc (Scarisoara)
,278,Runc (Vidra)
,278,Runc (Zlatna)
,278,Runc(Ocolis)
,278,Runcuri
,278,Rusesti
,278,Rusi
,278,Sagagea
,278,Salagesti
,278,Salciua
,278,Salciua De Jos
,278,Salciua De Sus
,278,Salistea
,278,Salistea-Deal
,278,Sanbenedic
,278,Sancel
,278,Sancrai
,278,Sanmiclaus
,278,Santamarie
,278,Santimbru
,278,Saracsau
,278,Sard
,278,Sartas
,278,Sasa
,278,Sasciori
,278,Scarisoara
,278,Scoarta
,278,SEBES
,278,Sebesel
,278,Sebisesti
,278,Secasel
,278,Segaj
,278,Seusa
,278,Sfarcea
,278,Sfoartea
,278,Sibot
,278,Sicoiesti
,278,Silea
,278,Silivas
,278,Simocesti
,278,Simulesti
,278,Snide
,278,Soal
,278,Soharu
,278,Sohodol
,278,Sohodol (Albac)
,278,Soicesti
,278,Soimus
,278,Sona
,278,Sorlita
,278,Spalnaca
,278,Spatac
,278,Spring
,278,Stalnisoara
,278,Stana De Mures
,278,Stanesti
,278,Stauini
,278,Stefanca
,278,Stei-Arieseni
,278,Stertesti
,278,Stiuleti
,278,Straja
,278,Stremt
,278,Strungari
,278,Sturu
,278,Sub Piatra
,278,Sucesti
,278,Sugag
,278,Surdesti
,278,Suseni
,278,Tamboresti
,278,Taranesti
,278,Tarina
,278,Tarsa
,278,Tarsa-Plai
,278,Tartaria
,278,Tatarlaua
,278,Tau
,278,Tau Bistra
,278,Tauni
,278,Tauti
,278,Tecsesti
,278,Teiu
,278,Teius
,278,Teleac
,278,Telna
,278,Tibru
,278,Tifra
,278,Tiur
,278,Toci
,278,Tolacesti
,278,Tomesti
,278,Tomnatec
,278,Tomusesti
,278,Tomutesti
,278,Tonea
,278,Totesti
,278,Totoi
,278,Trampoiele
,278,Trancesti
,278,Trifesti (Horea)
,278,Trifesti (Lupsa)
,278,Trisoresti
,278,Turdas
,278,Uioara De Jos
,278,Uioara De Sus
,278,Ungurei
,278,Unirea
,278,Urdes
,278,Vadu Motilor
,278,Vai
,278,Valcaneasa
,278,Valcea
,278,Valcesti
,278,Vale In Jos
,278,Valea Abruzel
,278,Valea Alba
,278,Valea Barlutesti
,278,Valea Barnii
,278,Valea Bistrii
,278,Valea Bucurului
,278,Valea Caselor
,278,Valea Cerbului
,278,Valea Ciuciului
,278,Valea Cocesti
,278,Valea Fagetului
,278,Valea Giogesti
,278,Valea Goblii
,278,Valea Holhorii
,278,Valea Inzelului
,278,Valea Larga
,278,Valea lui Mihai
,278,Valea Lunga
,278,Valea Lupsii
,278,Valea Maciului
,278,Valea Manastirii
,278,Valea Mare
,278,Valea Mare (Gurahont)
,278,Valea Mica
,278,Valea Mlacii
,278,Valea Morii
,278,Valea Negrilesii
,278,Valea Poienii (Bucium)
,278,Valea Poienii (Ramet)
,278,Valea Sasului
,278,Valea Sesii (Bucium)
,278,Valea Sesii (Lupsa)
,278,Valea Tupilor
,278,Valea Utului
,278,Valea Uzei
,278,Valea Verde
,278,Valea Vintului
,278,Valeni (Bucium)
,278,Valeni (Metes)
,278,Valisoara
,278,Valtori (Vadu Motilor)
,278,Valtori (Zlatna)
,278,Vama Seaca
,278,Vanvucesti
,278,Varsi
,278,Varsii Mari
,278,Varsii Mici
,278,Varsi-Rontu
,278,Vartanesti
,278,Vartop
,278,Vasesti
,278,Verdesti
,278,Veseus
,278,Veza
,278,Vidolm
,278,Vidra
,278,Vidrisoara
,278,Viezuri
,278,Vinerea
,278,Vingard
,278,Vinta
,278,Vintu de Jos
,278,Vladesti
,278,Vladosesti
,278,Vulcan
,278,Vurpar
,278,Zagris
,278,Zanzesti
,278,Zaries
,278,Zlatna
,279,Aciuta
,279,Adea
,279,Agrisu Mare
,279,Agrisu Mic
,279,Aldesti
,279,Almas
,279,Alunis
,279,Andrei Saguna
,279,Apateu
,279,ARAD
,279,Araneag
,279,Archis
,279,Avram Iancu
,279,Bacau De Mijloc
,279,Baia
,279,Banesti
,279,Baratca
,279,Barsa
,279,Barzava
,279,Bata
,279,Batuta
,279,Beliu
,279,Belotint
,279,Benesti
,279,Berechiu
,279,Berindia
,279,Birchis
,279,Bochia
,279,Bocsig
,279,Bodesti
,279,Bodrogu Nou
,279,Bodrogu Vechi
,279,Bontesti
,279,Botfei
,279,Brazii
,279,Brusturi
,279,Bruznic
,279,Buceava Soimus
,279,Budesti
,279,Buhani
,279,Bulci
,279,Buteni
,279,Calugareni
,279,Camna
,279,Capalnas
,279,Caporal Alexa
,279,Caprioara
,279,Capruta
,279,Carand
,279,Cermei
,279,Chelmac
,279,Cherelus
,279,Chesint
,279,Chier
,279,Chisindia
,279,Chisineu Cris
,279,Chislaca
,279,Cicir
,279,Cil
,279,Cintei
,279,Ciuntesti
,279,Cladova
,279,Clit
,279,Cociuba
,279,Comanesti
,279,Conop
,279,Corbesti
,279,Coroi
,279,Covasint
,279,Craiva
,279,Cristesti
,279,Crocna
,279,Cruceni
,279,Cuias
,279,Cuied
,279,Curtici
,279,Cuvesdia
,279,Cuvin
,279,Dezna
,279,Dieci
,279,Donceni
,279,Dorgos
,279,Dorobanti
,279,Draut
,279,Dud
,279,Dulcele
,279,Dumbrava
,279,Dumbravita
,279,Fantanele
,279,Felnac
,279,Fenis
,279,Firiteaz
,279,Fiscut
,279,Frumuseni
,279,Galsa
,279,Ghioroc
,279,Graniceri
,279,Groseni
,279,Grosi
,279,Grosii Noi
,279,Gura Vaii
,279,Gurahont
,279,Gurba
,279,Halalis
,279,Halmagel
,279,Halmagiu
,279,Hasmas
,279,Hodis
,279,Hontisor
,279,Horia
,279,Hunedoara Timisana
,279,Iacobini
,279,Iercoseni
,279,Iermata
,279,Iermata Neagra
,279,Ignesti
,279,Ilteu
,279,Ineu
,279,Ionesti
,279,Iosas
,279,Iratosu
,279,Joia Mare
,279,Julita
,279,Labasint
,279,Lalasint
,279,Laz
,279,Lazuri
,279,Leasa
,279,Lestioara
,279,Lipova
,279,Livada
,279,Luguzau
,279,Luncsoara
,279,Lupesti
,279,Macea
,279,Maderat
,279,Madrigesti
,279,Magulicea
,279,Mailat
,279,Manastur
,279,Mandruloc
,279,Manerau
,279,Maraus
,279,Masca
,279,Mermesti
,279,Milova
,279,Minead
,279,Minis
,279,Minisel
,279,Minisu De Sus
,279,Misca
,279,Mocrea
,279,Moneasa
,279,Monorostia
,279,Moroda
,279,Motiori
,279,Munar
,279,Mustesti
,279,Nadab
,279,Nadalbesti
,279,Nadas
,279,Nadlac
,279,Neagra
,279,Nermis
,279,Neudorf
,279,Nicolae Balcescu
,279,Obarsia
,279,Odvos
,279,Olari
,279,Ostrov
,279,Paiuseni
,279,Pancota
,279,Parnesti
,279,Patars
,279,Paulian
,279,Paulis
,279,Pecica
,279,Peregu Mare
,279,Peregu Mic
,279,Pescari
,279,Petris
,279,Pilu
,279,Plescuta
,279,Poiana
,279,Poienari
,279,Prunisor
,279,Radesti
,279,Ranusa
,279,Rapsig
,279,Revetis
,279,Rogoz De Beliu
,279,Rosia
,279,Rosia Noua
,279,Rostoci
,279,Sagu
,279,Salajeni
,279,Sambateni
,279,Sanleani
,279,Sanmartin
,279,Sanpaul
,279,Sanpetru German
,279,Santana
,279,Sarbi
,279,Satu Mare
,279,Satu Mic
,279,Satu Nou
,279,Savarsin
,279,Sebis
,279,Secaci
,279,Secas
,279,Secusigiu
,279,Sederhat
,279,Seitin
,279,Seleus
,279,Seliste
,279,Selistea
,279,Semlac
,279,Sepreus
,279,Siad
,279,Siclau
,279,Sicula
,279,Silindia
,279,Simand
,279,Sintea Mare
,279,Sintea Mica
,279,Siria
,279,Sistarovat
,279,Slatina De Cris
,279,Slatina De Mures
,279,Socodor
,279,Sofronea
,279,Somosches
,279,Stejar
,279,Stoinesti
,279,Susag
,279,Susani
,279,Tagadau
,279,Talagiu
,279,Talmaci
,279,Tarmure
,279,Tarnavita
,279,Tarnova
,279,Taut
,279,Tela
,279,Temesesti
,279,Tipar
,279,Tisa
,279,Tisa Noua
,279,Toc
,279,Tohesti
,279,Troas
,279,Turnu
,279,Urvisu De Beliu
,279,Ususau
,279,Utvinis
,279,Valea Mare (Savarsin)
,279,Vanatori
,279,Varadia De Mures
,279,Varfurile
,279,Variasu Mare
,279,Variasu Mic
,279,Varnita
,279,Varsand
,279,Vasile Goldis
,279,Vasoaia
,279,Vidra
,279,Vinga
,279,Virismort
,279,Vladimirescu
,279,Voivodeni
,279,Zabalt
,279,Zabrani
,279,Zadareni
,279,Zarand
,279,Zerind
,279,Zerindu Mic
,279,Zimandcuz
,279,Zimandu Nou
,279,Zimbru
,280,Adunati
,280,Afrimesti
,280,Albesti
,280,Albestii De Arges
,280,Albestii De Muscel
,280,Albestii Pamanteni
,280,Albestii Ungureni
,280,Albota
,280,Albotele
,280,Alunisu (Baiculesti)
,280,Alunisu (Bradulet)
,280,Anghinesti
,280,Aninoasa
,280,Arefu
,280,Argesani
,280,Argeselu
,280,Babana
,280,Babaroaga
,280,Bacesti
,280,Badeni
,280,Badesti (Barla)
,280,Badesti (Pietrosani)
,280,Badicea
,280,Badila
,280,Badislava
,280,Badulesti
,280,Baiculesti
,280,Baila
,280,Bajanesti
,280,Bajesti
,280,Balabani
,280,Balilesti
,280,Balilesti (Tigveni)
,280,Baloteasca
,280,Baltata
,280,Balteni
,280,Banaresti
,280,Banicesti
,280,Bantau
,280,Baranesti
,280,Barasti
,280,Barbalani
,280,Barbalatesti
,280,Barbatesti
,280,Barla
,280,Barlogu
,280,Barloi
,280,Barsestii De Jos
,280,Barzesti
,280,Bascov
,280,Bascovele
,280,BATRANI
,280,Beculesti
,280,Beleti
,280,Beleti Negresti
,280,Berevoesti
,280,Berindesti
,280,Bilcesti
,280,Blejani
,280,Bogati
,280,Bolculesti
,280,Bolovanesti
,280,Bordeieni
,280,Borlesti
,280,Borobanesti
,280,Borovinesti
,280,Botarcani
,280,Boteni
,280,Botesti
,280,Brabeti
,280,Bradetu
,280,Bradu
,280,Bradulet
,280,Braileni
,280,Branistea
,280,Branzari
,280,Brateasca
,280,Bratesti
,280,Bratia (Berevoesti)
,280,Brosteni (Costesti)
,280,Bucsenesti
,280,Bucsenesti Lotasi
,280,Budeasa
,280,Budeasa Mare
,280,Budeasa Mica
,280,Budisteni
,280,Bughea De Jos
,280,Bughea De Sus
,280,Bujoi
,280,Bujoreni
,280,Bumbueni
,280,Bunesti (Cotmeana)
,280,Bunesti (Malureni)
,280,Burdea
,280,Burdesti
,280,Buretesti
,280,Burlusi
,280,Burnesti
,280,Buta
,280,Buzoesti
,280,Caldararu
,280,Calinesti
,280,Calotesti
,280,Campulung
,280,Candesti
,280,Capatanenii Pamanteni
,280,Capatanenii Ungureni
,280,Capu Piscului (Godeni)
,280,Capu Piscului (Merisani)
,280,Carcesti
,280,Carciumaresti
,280,Carpenis
,280,Carstieni
,280,Catane
,280,Catanele
,280,Cateasca
,280,Ceauresti
,280,Ceausesti
,280,Cepari
,280,Cepari
,280,Cepari (Poiana Lacului)
,280,Ceparii Pamanteni
,280,Ceparii Ungureni
,280,Cerbu
,280,Cerbureni
,280,Cersani
,280,Cetateni
,280,Chilii
,280,Chiritesti (Suseni)
,280,Chiritesti (Uda)
,280,Chiritesti (Vedea)
,280,Chitani
,280,Chitesti
,280,Cicanesti
,280,Ciesti
,280,Ciobani
,280,Ciocanai
,280,Ciocanesti
,280,Ciocanu
,280,Ciocesti
,280,Ciofrangeni
,280,Ciolcesti
,280,Ciomagesti
,280,Ciresu
,280,Cismea
,280,Ciulnita
,280,Ciupa Manciulescu
,280,Ciuresti
,280,Clucereasa
,280,Cocenesti
,280,Cochinesti
,280,Cocu
,280,Colibasi
,280,Colnic
,280,Coltu
,280,Contesti
,280,Corbeni
,280,Corbi
,280,Corbsori
,280,Cornatel
,280,Cosaci
,280,Coseri
,280,Cosesti
,280,Costesti
,280,Costesti (Cotmeana)
,280,Costesti-Valsan
,280,Costita
,280,Coteasca
,280,Cotenesti
,280,Cotesti
,280,Cotmeana
,280,Cotmeana (Stolnici)
,280,Cotmenita
,280,Cotu (Cuca)
,280,Cotu (Uda)
,280,Cotu Malului
,280,Crampotani
,280,Crintesti
,280,Crivatu
,280,Crucisoara
,280,Cuca
,280,Cungrea
,280,CURTEA DE ARGES
,280,Curteanca
,280,Dambovicioara
,280,Darmanesti
,280,Davidesti
,280,Deagu De Jos
,280,Deagu De Sus
,280,Dealu
,280,Dealu Bisericii
,280,Dealu Bradului
,280,Dealu Frumos
,280,Dealu Obejdeanului
,280,Dealu Padurii
,280,Dealu Tolcesii
,280,Dealu Viilor (Mosoaia)
,280,Dedulesti
,280,Diconesti
,280,Dincani
,280,Dinculesti
,280,Doblea
,280,Dobresti
,280,Dobrogostea
,280,Dobrotu
,280,Dogari
,280,Domnesti
,280,Draganu
,280,Draganu Olteni
,280,Draghescu
,280,Draghicesti
,280,Draghici
,280,Dragolesti
,280,Dragoslavele
,280,Dumbravesti
,280,Dumiresti
,280,Enculesti
,280,Facaletesti
,280,Fagetu
,280,Falfani
,280,Fantanea
,280,Fata
,280,Fedelesoiu
,280,Florieni
,280,Fratesti
,280,Fratici
,280,Furduesti
,280,Furesti
,280,Furnicosi
,280,Gainusa
,280,Galasesti (Budeasa)
,280,Galcesti
,280,Galesu
,280,Galeteanu
,280,Gamacesti
,280,Ganesti
,280,Gardinesti
,280,Gaujani
,280,Geamana
,280,Giuclani
,280,Glambocata
,280,Glambocel
,280,Glambocelu
,280,Glambocu
,280,Glavacioc
,280,Gliganu De Jos
,280,Gliganu De Sus
,280,Glodu (Calinesti)
,280,Godeni
,280,Goia
,280,Goleasca
,280,Golesti (Stefanesti)
,280,Golesti(Balilesti)
,280,Goranesti
,280,Gorani
,280,Gorganu
,280,Greaban
,280,Greabanu
,280,Grosani
,280,Grosi
,280,Gruiu (Cateasca)
,280,Gruiu(Nucsoara)
,280,Gura Pravat
,280,GURA VAII
,280,Harsesti
,280,Hartiesti
,280,Hintesti
,280,Huluba
,280,Humele
,280,Ianculesti
,280,Ioanicesti
,280,Ionesti
,280,Izbasesti
,280,Izvorani
,280,Izvoru
,280,Izvoru de Jos
,280,Izvoru De Sus
,280,Jgheaburi
,280,Jugur
,280,Jupanesti
,280,Laceni
,280,Lacurile
,280,Laicai
,280,Langesti
,280,Lapusani
,280,Launele De Sus
,280,Lazaresti (Mosoaia)
,280,Lazaresti (Schitu Golesti)
,280,Leicesti
,280,Lentea
,280,Leordeni
,280,Leresti
,280,Lesile
,280,Lespezi
,280,Lintesti
,280,Lipia
,280,Livezeni
,280,Loturi
,280,Lucieni
,280,Luminile
,280,Lunca
,280,Lunca corbului
,280,Lunca Gartii
,280,Lungani
,280,Lungulesti
,280,Lupueni
,280,Macai
,280,Malu (Barla)
,280,Malu (Godeni)
,280,Malu Vanat
,280,Malureni
,280,Mancioiu
,280,Mandra
,280,Manesti
,280,Manicesti
,280,Maracineni
,280,Mares
,280,Marghia De Jos
,280,Marghia De Sus
,280,Martalogi
,280,Martesti
,280,Matau
,280,Mavrodolu
,280,Merisani
,280,Metofu
,280,Mica
,280,Micesti
,280,Miercani
,280,Mihaesti
,280,Mioarele
,280,Mioarele (Cicanesti)
,280,Mioveni
,280,Mirosi
,280,Moara Mocanului
,280,Mogosesti(Arges)
,280,Moraresti
,280,Morasti
,280,Mosoaia
,280,Mosteni-Greci
,280,Mozaceni
,280,Mozacenii-Vale
,280,Mozacu
,280,Musatesti
,280,Muscel
,280,Mustatesti
,280,Namaesti
,280,Negesti
,280,Negrasi
,280,Negreni
,280,Negresti
,280,Nejlovelu
,280,Nigrisoara
,280,Noaptes
,280,Nucsoara
,280,Oarja
,280,Odaeni
,280,Oestii Pamanteni
,280,Oestii Ungureni
,280,Ogrezea
,280,Opresti
,280,Orodel
,280,Otelu
,280,Pacioiu
,280,Padureni
,280,Padureti
,280,Paduroiu din Deal
,280,Paduroiu din Vale
,280,Palanga
,280,Paltenu
,280,Paraschivesti
,280,Parvu Rosu
,280,Patuleni
,280,Pauleasca (Malureni)
,280,Pauleasca (Micesti)
,280,Pauleni
,280,Paunesti
,280,Piatra (Bradulet)
,280,Piatra (Ciofrangeni)
,280,Piatra(Stoenesti)
,280,Pielesti
,280,Pietroasa
,280,Pietrosani
,280,Piscani
,280,PITESTI
,280,Pitigaia
,280,Pitoi
,280,Podeni
,280,Podisoru
,280,Podu Brosteni
,280,Podu Dambovitei
,280,Poduri
,280,Poiana Lacului
,280,Poienarei
,280,Poienari (Corbeni)
,280,Poienarii De Arges
,280,Poienarii De Muscel
,280,Poienita
,280,Pojorata
,280,Popesti
,280,Popesti (Cocu)
,280,Popesti (Sapata)
,280,Priboaia
,280,Priboieni
,280,Priseaca
,280,Prislopu Mare
,280,Prislopu Mic
,280,Prodani
,280,Prosia
,280,Purcareni (Micesti)
,280,Purcareni (Popesti)
,280,Putina
,280,Raca
,280,Rachitele De Jos
,280,Rachitele De Sus
,280,Racovita
,280,Radesti
,280,Radu Negru
,280,Radutesti
,280,Rajletu-Govora
,280,Rancaciov
,280,Ratesti
,280,Ratoi
,280,Recea
